"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","24","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/GridHouseOb.GridHouseOb","0","48","48","1","74.743561","0","0"
"/Game/Mannequin/Character/Materials/GridHouse.GridHouse","0","24","24","1","44.506920","0","0"
"/Game/VehicleVarietyPack/Materials/SportsCar/M_SportsCar_Interior.M_SportsCar_Interior","0","48","48","1","73.478951","0","0"
"/Game/VehicleVarietyPack/Materials/SportsCar/M_SportsCar_Body.M_SportsCar_Body","0","48","48","1","160.110794","0","0"
"/Game/VehicleVarietyPack/Materials/Pickup/M_Pickup_Under.M_Pickup_Under","0","48","48","1","47.308159","0","0"
"/Game/VehicleVarietyPack/Materials/Pickup/M_Pickup_Interior.M_Pickup_Interior","0","111","117","1","89.278572","0","0"
"/Game/VehicleVarietyPack/Materials/Pickup/M_Pickup_Body.M_Pickup_Body","0","48","48","1","47.441277","0","0"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Interior.M_BoxTruck_Interior","0","48","48","1","46.496658","0","0"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Chassis.M_BoxTruck_Chassis","0","48","48","1","50.548473","0","0"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Box.M_BoxTruck_Box","0","48","48","1","52.457329","0","0"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Body.M_BoxTruck_Body","0","48","48","1","48.691029","0","0"
"/Game/VehicleVarietyPack/Materials/SUV/M_SUV_Under.M_SUV_Under","0","48","48","1","47.257015","0","0"
"/Game/VehicleVarietyPack/Materials/SUV/M_SUV_Interior.M_SUV_Interior","0","48","48","1","123.588348","0","0"
"/Game/VehicleVarietyPack/Materials/SUV/M_SUV_Body.M_SUV_Body","0","48","48","1","147.429565","0","0"
"/Game/VehicleVarietyPack/Materials/Masters/M_Floor.M_Floor","0","24","24","1","75.535446","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_Under.M_Hatchback_Under","0","48","48","1","140.764771","0","0"
"/Game/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_Interior.M_Hatchback_Interior","0","48","48","1","159.180908","0","0"
"/Game/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_Body.M_Hatchback_Body","0","48","48","1","157.264023","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","68","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Commode.M_Commode","0","24","24","1","88.983955","0","0"
"/Game/FreeFurniturePack/Materials/M_Coffee_Table.M_Coffee_Table","0","24","24","1","68.211311","0","0"
"/Game/FreeFurniturePack/Materials/M_Classic_Picture.M_Classic_Picture","0","24","24","1","44.354691","0","0"
"/Game/FreeFurniturePack/Materials/M_Art_2.M_Art_2","0","24","24","1","41.187069","0","0"
"/Game/FreeFurniturePack/Materials/M_Classic_Leather_sofa_2.M_Classic_Leather_sofa_2","0","24","24","1","37.937016","0","0"
"/Game/FreeFurniturePack/Materials/M_Modern_Cupboard.M_Modern_Cupboard","0","24","24","1","30.972879","0","0"
"/Game/FreeFurniturePack/Materials/M_Chrome.M_Chrome","0","24","24","1","26.745163","0","0"
"/Game/FreeFurniturePack/Materials/M_Classic_Leather_sofa.M_Classic_Leather_sofa","0","24","24","1","26.620285","0","0"
"/Game/FreeFurniturePack/Materials/M_Classic_Cupboard.M_Classic_Cupboard","0","15","15","1","15.466453","0","0"
"/Game/FreeFurniturePack/Materials/M_Classic_Commode.M_Classic_Commode","0","24","24","1","27.775831","0","0"
"/Game/FreeFurniturePack/Materials/M_Metall.M_Metall","0","24","24","1","27.253067","0","0"
"/Game/FreeFurniturePack/Materials/M_Bed_drawer_plastic.M_Bed_drawer_plastic","0","24","24","1","27.656214","0","0"
"/Game/FreeFurniturePack/Materials/M_Bed_drawer_metall.M_Bed_drawer_metall","0","24","24","1","25.409307","0","0"
"/Game/FreeFurniturePack/Materials/MM_Tables_and_Chairs.MM_Tables_and_Chairs","0","24","24","1","30.764019","0","0"
"/Game/FreeFurniturePack/Materials/M_Bed_Lamp_Glowing_Part.M_Bed_Lamp_Glowing_Part","0","24","24","1","27.327726","0","0"
"/Game/FreeFurniturePack/Materials/M_Bed_Lamp_3.M_Bed_Lamp_3","0","24","24","1","25.680645","0","0"
"/Game/FreeFurniturePack/Materials/M_Bed_Lamp_2.M_Bed_Lamp_2","0","24","24","1","26.821566","0","0"
"/Game/FreeFurniturePack/Materials/M_Bed_Lamp_1.M_Bed_Lamp_1","0","24","24","1","28.728298","0","0"
"/Game/FreeFurniturePack/Materials/M_Bathtub.M_Bathtub","0","24","24","1","31.888895","0","0"
"/Game/FreeFurniturePack/Materials/M_Round_table.M_Round_table","0","24","24","1","40.983185","0","0"
"/Game/FreeFurniturePack/Materials/M_Modern_Table_top.M_Modern_Table_top","0","24","24","1","28.642599","0","0"
"/Game/FreeFurniturePack/Materials/M_Elegant_chair.M_Elegant_chair","0","24","24","1","27.552402","0","0"
"/Game/FreeFurniturePack/Materials/M_Classic_table.M_Classic_table","0","24","24","1","27.270447","0","0"
"/Game/FreeFurniturePack/Materials/M_Classic_Leather_armchair.M_Classic_Leather_armchair","0","24","24","1","35.018478","0","0"
"/Game/FreeFurniturePack/Materials/M_Classic_chair.M_Classic_chair","0","24","24","1","31.061979","0","0"
"/Game/FreeFurniturePack/Materials/M_Cupboard_Metall.M_Cupboard_Metall","0","24","24","1","26.536510","0","0"
"/Game/FreeFurniturePack/Materials/M_Military_Bed.M_Military_Bed","0","24","24","1","26.615459","0","0"
"/Game/FreeFurniturePack/Materials/M_Military_Bed_Grid.M_Military_Bed_Grid","0","43","43","1","161.081589","0","0"
"/Game/FreeFurniturePack/Materials/M_Military_Bed_Matress.M_Military_Bed_Matress","0","24","24","1","27.933323","0","0"
"/Game/FreeFurniturePack/Materials/M_Military_Bed_Matress_with_Blanket.M_Military_Bed_Matress_with_Blanket","0","24","24","1","27.581989","0","0"
"/Game/FreeFurniturePack/Materials/MM_Armchair.MM_Armchair","0","24","24","1","30.788486","0","0"
"/Game/FreeFurniturePack/Materials/MM_Modern_Sofa.MM_Modern_Sofa","0","24","24","1","28.410719","0","0"
"/Game/FreeFurniturePack/Materials/MM_Modern_Bed.MM_Modern_Bed","0","24","24","1","32.217487","0","0"
"/Game/FreeFurniturePack/Materials/MM_Modern_Bed_pillows.MM_Modern_Bed_pillows","0","24","24","1","30.667448","0","0"
"/Game/FreeFurniturePack/Materials/M_Modern_Bed_2.M_Modern_Bed_2","0","24","24","1","27.562841","0","0"
"/Game/FreeFurniturePack/Materials/M_Office_Chair.M_Office_Chair","0","24","24","1","28.323088","0","0"
"/Game/FreeFurniturePack/Materials/M_Modern_Table_bottom.M_Modern_Table_bottom","0","24","24","1","26.195234","0","0"
"/Game/FreeFurniturePack/Materials/M_Old_Chair.M_Old_Chair","0","24","24","1","25.517570","0","0"
"/Game/FreeFurniturePack/Materials/M_Old_Table.M_Old_Table","0","24","24","1","27.386555","0","0"
"/Game/FreeFurniturePack/Materials/M_Picture.M_Picture","0","24","24","1","29.349806","0","0"
"/Game/FreeFurniturePack/Materials/M_Picture_frame.M_Picture_frame","0","24","24","1","29.099371","0","0"
"/Game/FreeFurniturePack/Materials/T_Table_Lamp.T_Table_Lamp","0","24","24","1","28.720697","0","0"
"/Game/FreeFurniturePack/Materials/M_Toilet.M_Toilet","0","24","24","1","27.727676","0","0"
"/Game/FreeFurniturePack/Materials/M_TV.M_TV","0","24","24","1","26.558277","0","0"
"/Game/VehicleVarietyPack/Materials/Masters/M_Blank.M_Blank","0","24","24","1","23.183590","0","0"
